Cliente,Tipo de Transacao,Valor da Transacao,Valor Anterior a Transacao,Valor Apos a Transacao,Horario da Transacao,Classe
cliente3F4B45,PIX,4869.07,8113.95,3244.88,2022-06-06T23:41:08.831861,0
cliente8C2F47,Saque,2950.78,11766.85,8816.07,2024-01-06T05:36:19.161860,0
clienteBFE480,Crédito,3238.84,11866.1,8627.26,2023-04-24T23:02:57.017866,0
clienteAAE081,Crédito,807.68,7868.85,7061.17,2024-03-22T00:28:32.662177,0
cliente9150AC,Saque,4368.31,10564.49,6196.18,2022-05-23T09:18:37.809902,0
clienteCE628B,Saque,1226.62,9135.02,7908.4,2023-10-08T10:43:05.087103,1
cliente43C32B,Crédito,2031.8,11602.45,9570.65,2025-04-09T00:03:54.894051,0
clienteCD5745,Débito,1085.76,10082.82,8997.06,2022-04-17T10:20:32.760783,0
cliente42FCBD,Crédito,4921.06,12015.07,7094.01,2025-08-23T21:17:51.348144,0
clienteD8A6B6,Crédito,2682.73,11519.0,8836.27,2023-02-04T18:06:41.094962,0
clienteBFC294,Débito,1640.32,10566.28,8925.96,2025-05-28T23:22:50.613713,0
clienteCBD5F4,Crédito,2239.64,6100.59,3860.95,2025-11-10T07:50:37.643280,1
cliente536B71,PIX,1633.9,10541.77,8907.87,2022-10-07T04:20:03.642791,0
cliente4FBCAF,Débito,166.09,2046.02,1879.93,2024-06-30T09:28:53.303438,0
cliente16AFC4,Saque,237.16,2443.46,2206.3,2024-04-05T06:27:14.288987,1
cliente276C78,Crédito,2773.47,9672.49,6899.02,2025-11-12T12:06:10.811033,1
cliente3F012B,Saque,1507.67,1857.46,349.79,2025-04-16T06:11:32.340234,0
clienteB41529,Crédito,335.42,6316.91,5981.49,2025-06-03T06:43:15.151001,0
clienteEE27A3,Crédito,4455.03,10854.69,6399.66,2023-09-14T19:53:54.897831,0
clienteFF916B,PIX,2078.73,5211.26,3132.53,2023-10-24T01:04:27.501967,0
clienteB3F88F,Crédito,2918.51,4906.21,1987.7,2025-09-06T10:12:25.696670,0
clienteD5B048,Saque,2941.76,3577.71,635.95,2025-08-12T10:48:55.624174,0
cliente83168A,PIX,3650.96,7278.22,3627.26,2022-05-18T14:01:32.978605,1
cliente0B6B99,Crédito,566.12,4994.94,4428.82,2024-01-02T18:36:35.683230,0
cliente9952FA,PIX,2720.83,7497.44,4776.61,2023-04-13T22:34:06.505300,0
clienteC7FDBD,Crédito,491.67,7556.9,7065.23,2024-05-10T11:25:56.738433,0
cliente74B7B5,Crédito,3123.15,7762.65,4639.5,2023-04-01T23:48:21.435976,1
cliente4C5B0C,Débito,790.1,8112.21,7322.11,2023-07-18T03:31:22.009620,0
cliente137660,Crédito,3116.23,5381.44,2265.21,2025-01-21T14:46:25.196373,0
cliente924148,Saque,3492.74,5898.23,2405.49,2022-05-22T17:17:59.870618,0
cliente7DF0BD,Saque,1938.69,6507.95,4569.26,2023-07-28T02:28:49.214437,0
clienteC0CD0B,Saque,48.63,8533.16,8484.53,2022-09-06T17:07:06.004032,1
cliente1AF0E1,Débito,1306.46,3041.21,1734.75,2023-02-11T02:53:38.734768,0
cliente47D4C4,Crédito,2767.32,11600.58,8833.26,2025-11-28T12:53:45.139356,0
clienteF237E5,PIX,2111.49,9148.49,7037.0,2023-11-06T23:08:16.256177,0
cliente8D358F,PIX,274.47,6565.78,6291.31,2025-06-13T19:32:27.121356,1
cliente090C81,PIX,252.89,7461.94,7209.05,2024-04-24T00:44:39.988296,0
cliente82BA2D,Débito,4686.98,8422.35,3735.37,2024-12-20T06:38:14.634801,0
clienteBCA736,Crédito,1480.57,3288.63,1808.06,2023-07-06T23:44:32.641705,0
clienteE6A7F5,PIX,4103.98,12519.39,8415.41,2024-04-27T12:03:12.230766,0
cliente027192,Crédito,2466.67,3210.01,743.34,2025-09-26T05:53:36.099707,1
cliente9907F3,Crédito,730.41,3121.5,2391.09,2022-08-31T16:24:26.659011,0
cliente71AAC3,Débito,3657.67,12041.9,8384.23,2022-03-10T19:45:46.394674,0
clienteD0CB2C,Saque,4347.28,12283.06,7935.78,2022-12-18T14:48:37.385368,0
cliente61FB21,Débito,2416.88,5847.17,3430.29,2024-09-20T19:25:15.795830,0
cliente01CDB0,PIX,145.78,1816.03,1670.25,2022-10-07T21:37:11.896738,0
cliente7E20F4,Débito,2939.6,11318.06,8378.46,2025-08-24T22:36:32.794771,0
cliente45B639,Saque,1591.74,3986.06,2394.32,2023-02-22T14:22:29.085343,0
clienteEC75E0,PIX,3802.55,7820.25,4017.7,2025-12-17T03:45:21.475036,0
cliente2B024E,Crédito,3284.39,4971.02,1686.63,2022-08-19T10:58:15.511641,0
cliente429439,Crédito,4680.17,12420.26,7740.09,2022-11-22T04:51:55.435035,0
cliente52D0E9,Saque,3098.22,11852.63,8754.41,2024-04-10T16:47:08.518522,0
cliente8C968C,Débito,4870.26,6469.64,1599.38,2023-10-23T03:56:12.323098,1
cliente952F0A,Saque,1977.68,8396.03,6418.35,2022-01-03T01:18:56.157732,0
cliente4286BE,Crédito,2956.45,5320.6,2364.15,2022-11-04T21:54:38.199622,1
cliente22CE39,PIX,4725.7,11090.85,6365.15,2023-12-30T00:47:35.514936,0
cliente657000,Crédito,1306.98,10094.51,8787.53,2022-12-20T15:23:47.146637,0
cliente4CC732,Débito,1857.74,6668.39,4810.65,2024-12-03T00:51:07.487273,0
clienteDF6DD6,Saque,2130.14,10598.78,8468.64,2024-06-19T00:50:23.641230,0
clienteED2DD3,Saque,3077.61,4853.46,1775.85,2023-05-27T12:40:05.782231,0
clienteF39B05,Crédito,2282.29,3076.08,793.79,2025-12-08T07:24:47.809515,0
clienteB09166,Crédito,2627.54,11749.47,9121.93,2024-09-09T09:19:53.577572,0
clienteBC764C,Saque,4660.99,5900.52,1239.53,2022-02-20T04:06:23.272928,0
clienteEE6DFE,Crédito,4332.89,12822.12,8489.23,2024-03-30T22:20:02.320478,0
cliente716517,Débito,2516.56,10165.83,7649.27,2024-02-22T12:31:23.268273,0
cliente45DE95,Crédito,3251.21,3908.44,657.23,2025-06-12T17:39:16.160171,0
clienteA73099,Saque,3050.17,9144.19,6094.02,2025-01-18T07:57:11.383120,0
cliente618CD3,PIX,2241.77,3059.06,817.29,2025-06-21T21:32:15.742385,0
clienteEAB9EC,Débito,1576.15,9391.03,7814.88,2023-10-15T05:56:08.435956,0
cliente17278B,Débito,4450.08,12887.58,8437.5,2024-03-08T20:23:26.729092,0
cliente0CA792,Saque,1093.41,8643.15,7549.74,2024-05-23T14:16:23.986694,0
cliente508FF6,PIX,3533.69,10331.89,6798.2,2022-10-04T23:55:36.819784,0
cliente93A937,Crédito,820.92,6589.13,5768.21,2022-03-26T20:19:12.977074,0
clienteA15E86,Débito,4467.87,9159.5,4691.63,2022-05-07T16:32:19.756536,0
cliente1C7953,Crédito,1421.66,3121.93,1700.27,2025-11-25T02:58:11.411873,1
clienteE25597,PIX,1598.13,4470.89,2872.76,2025-12-04T00:37:22.547363,0
clienteC4E34D,Saque,536.33,10348.88,9812.55,2022-10-03T14:36:02.960307,0
cliente7762E2,PIX,336.09,4715.66,4379.57,2023-10-01T23:49:44.256631,0
clienteB36B22,PIX,918.94,3560.41,2641.47,2024-01-23T20:50:45.789926,0
cliente7C63BB,PIX,1075.45,3458.03,2382.58,2023-05-31T00:35:28.832854,1
cliente2137B1,Crédito,1650.14,7004.06,5353.92,2022-02-23T08:00:17.861266,0
clienteF8E6B9,Crédito,2522.0,10349.38,7827.38,2022-08-11T18:15:41.003416,0
cliente61BF6C,Crédito,2620.22,9134.97,6514.75,2024-04-09T20:40:24.653161,0
cliente11CDC5,Débito,1217.88,1700.36,482.48,2025-06-28T17:24:29.048231,0
cliente54B8EA,PIX,2298.96,9478.36,7179.4,2025-05-04T18:21:25.291115,0
clienteB16805,PIX,3571.14,5742.25,2171.11,2023-02-25T18:02:54.675705,0
cliente9BAD74,Saque,2682.46,9357.34,6674.88,2022-04-02T14:25:46.484865,0
cliente280CAE,Saque,1068.43,3444.86,2376.43,2023-06-17T15:23:29.374871,0
cliente88C40E,Débito,3461.8,5896.43,2434.63,2025-06-24T03:15:12.130789,0
clienteAE4A56,PIX,1007.73,1212.05,204.32,2022-01-04T22:39:14.027334,1
cliente4902CB,Crédito,4923.15,8369.44,3446.29,2022-11-22T11:12:32.484501,0
cliente068C22,PIX,1937.61,2784.45,846.84,2022-11-04T06:07:38.428073,0
cliente4F8071,Saque,4251.55,6330.09,2078.54,2025-02-22T01:27:12.822467,1
clienteB1D83F,PIX,730.28,992.18,261.9,2022-03-19T09:32:28.750632,0
clienteEB1185,Crédito,852.92,4030.07,3177.15,2024-05-20T22:09:09.744086,0
clienteDE7126,Saque,628.14,8997.58,8369.44,2024-07-18T23:51:08.338241,0
cliente0C257B,Crédito,1100.66,5821.58,4720.92,2025-06-14T18:57:05.990779,0
clienteC5A85F,PIX,2213.12,5956.02,3742.9,2025-01-09T03:14:55.261976,1
cliente44DA55,Saque,1602.43,6510.86,4908.43,2023-08-05T00:14:05.195143,0
clienteBD2ECD,Saque,469.24,3677.35,3208.11,2023-05-19T17:40:56.244824,0
clienteCECE4C,Crédito,1138.81,4465.06,3326.25,2024-12-19T09:12:04.543001,0
cliente6624FE,Saque,2304.34,6584.11,4279.77,2024-08-08T14:52:22.574537,0
cliente1AF37B,Débito,151.34,7724.26,7572.92,2025-11-21T01:32:39.899526,0
cliente94583E,PIX,3321.29,12535.43,9214.14,2025-05-15T23:28:48.432809,1
cliente24C276,Saque,4523.9,6328.22,1804.32,2024-09-22T00:51:34.213732,1
cliente28CF0D,Débito,516.68,5311.38,4794.7,2024-03-14T15:59:54.597160,0
cliente2C6BE8,Débito,244.28,9404.06,9159.78,2024-07-28T12:20:25.693659,0
clienteC67999,Crédito,3656.61,10896.63,7240.02,2024-03-26T09:53:31.166009,0
cliente1BAA72,Crédito,1100.57,6424.85,5324.28,2022-08-27T03:53:56.299048,0
clienteD2F2BF,Saque,649.74,5299.82,4650.08,2022-04-01T17:00:31.627952,1
cliente892DBA,Crédito,2352.51,10775.66,8423.15,2025-12-29T22:13:01.139501,0
clienteE51D3C,PIX,1729.17,5679.44,3950.27,2023-06-27T20:23:21.561843,0
cliente1F656A,Saque,584.88,2103.57,1518.69,2024-11-26T16:13:44.500944,0
cliente40EC66,PIX,3278.97,5407.19,2128.22,2024-01-19T13:14:58.311834,0
clienteB9DACD,Crédito,4286.56,5760.17,1473.61,2022-01-05T07:36:24.928741,0
clienteD8365F,Saque,3754.91,6116.73,2361.82,2023-01-05T01:16:20.086422,0
cliente187591,Saque,3689.7,11929.5,8239.8,2024-10-28T04:52:08.777252,0
clienteCA0928,PIX,3758.98,4747.19,988.21,2024-02-26T14:11:28.334926,0
cliente4D58C6,Saque,4378.04,11853.55,7475.51,2023-01-13T20:31:26.524232,0
cliente735609,PIX,484.36,7590.93,7106.57,2024-12-26T22:41:31.215469,0
cliente3534B9,Crédito,4457.64,10770.63,6312.99,2023-10-02T20:23:17.143686,0
cliente89427F,Débito,838.2,2977.22,2139.02,2024-11-08T17:54:13.862675,1
cliente8189CA,Crédito,163.55,8585.03,8421.48,2023-07-02T17:48:23.114210,0
cliente7990DB,Crédito,582.32,8489.0,7906.68,2025-06-07T22:35:37.013566,0
clienteD585BD,PIX,3020.43,3487.23,466.8,2024-03-06T00:39:10.790568,1
cliente6DA620,PIX,1082.76,10464.5,9381.74,2023-05-02T06:21:27.554231,0
clienteEC719F,Crédito,2339.4,9093.56,6754.16,2024-11-02T20:18:46.509909,0
cliente4B2E42,Crédito,2360.58,10249.04,7888.46,2022-10-16T14:34:54.500536,0
clienteC84CAB,Crédito,4972.65,12170.46,7197.81,2024-10-07T19:00:54.279922,0
clienteB2BB4B,Débito,3527.3,11919.44,8392.14,2023-02-12T05:39:19.299763,0
cliente3C3730,Débito,396.39,5776.1,5379.71,2024-12-16T18:09:04.592711,0
cliente9BDFD6,Saque,1079.4,4050.76,2971.36,2022-02-27T19:53:43.511188,0
clienteB520E1,Crédito,2916.8,3608.69,691.89,2025-07-24T15:07:00.793170,0
clienteCE5686,Saque,4346.42,9881.88,5535.46,2024-01-23T11:55:22.750278,0
cliente905D9B,Saque,4091.56,13863.19,9771.63,2022-04-19T09:05:10.787084,0
cliente6B4475,Crédito,4740.72,5458.79,718.07,2025-03-14T08:12:14.411687,0
cliente1E73AB,PIX,2573.64,6482.65,3909.01,2022-02-07T12:02:43.513974,1
clienteABF777,Saque,122.69,3358.28,3235.59,2025-06-26T20:29:29.122929,0
cliente76C7AB,Crédito,478.28,5008.37,4530.09,2025-10-12T02:27:56.929226,0
clienteB83922,Crédito,4315.17,13866.78,9551.61,2025-11-14T01:43:21.360797,0
clienteC4862B,Débito,1195.31,4754.92,3559.61,2023-09-12T17:55:28.317785,0
cliente2973CF,Saque,1393.29,4978.87,3585.58,2025-08-05T19:39:12.716788,0
clienteCC06B3,Débito,4194.68,10861.36,6666.68,2023-08-27T20:08:29.460291,0
clienteC89F8F,Crédito,1040.86,9396.34,8355.48,2024-09-15T20:45:25.077299,0
cliente22864E,PIX,933.3,5234.21,4300.91,2022-03-19T23:09:54.460663,0
clienteCF82D3,Crédito,1491.49,11398.02,9906.53,2022-12-10T21:21:07.899244,0
cliente94DD84,Débito,3774.7,13547.53,9772.83,2025-03-30T22:57:50.345103,0
cliente9D5A5E,Saque,844.4,4324.36,3479.96,2025-10-16T03:46:31.364279,0
cliente0C7309,PIX,1907.43,8151.74,6244.31,2024-11-06T19:52:48.822752,1
cliente107D3E,PIX,2426.64,6703.73,4277.09,2024-03-28T08:20:42.999921,0
cliente3F8D96,Saque,2914.75,10309.71,7394.96,2023-02-02T10:10:23.864074,0
clienteEE6519,Saque,850.06,5195.89,4345.83,2023-07-18T08:53:47.022516,0
clienteAEDB27,Saque,1909.46,6481.53,4572.07,2025-12-08T11:19:23.540163,0
clienteA11BE8,Débito,2633.89,9424.84,6790.95,2023-02-07T23:57:27.951279,0
clienteC4FC1C,PIX,1577.84,5458.76,3880.92,2022-04-11T01:31:36.830772,0
clienteDEF96B,PIX,909.17,5789.41,4880.24,2022-11-27T09:07:04.617963,0
cliente37E9AD,PIX,2130.78,2333.93,203.15,2024-07-24T14:12:25.786377,1
cliente7E61F0,PIX,4326.47,6689.51,2363.04,2023-02-27T01:00:36.653991,0
clienteB40B37,Saque,4308.32,13016.65,8708.33,2024-07-04T04:47:03.043211,0
clienteCD1BB5,Crédito,4992.03,12434.85,7442.82,2024-06-30T15:16:46.556340,0
cliente3227D7,PIX,1783.7,4675.71,2892.01,2024-03-24T03:51:38.212153,0
cliente752176,Saque,3704.26,8208.97,4504.71,2023-05-10T21:42:04.719546,0
clienteF842CA,Crédito,3422.51,4232.12,809.61,2023-01-06T03:44:08.651144,1
cliente149039,Saque,2503.38,8332.29,5828.91,2023-02-14T18:32:53.089687,0
cliente045E29,Débito,1912.06,4237.91,2325.85,2022-11-06T12:19:58.433937,0
clienteDB8D82,Crédito,2849.61,12616.18,9766.57,2023-01-15T20:03:17.457880,1
cliente8AA65C,Débito,3539.48,8222.52,4683.04,2022-12-13T23:34:27.925122,1
cliente76CD61,Crédito,248.12,7668.19,7420.07,2022-09-03T02:42:13.702714,0
cliente80E34D,Débito,1850.66,7853.23,6002.57,2024-12-14T08:57:31.970042,0
clienteC49F0E,PIX,2492.14,11965.93,9473.79,2025-07-26T01:42:10.139466,1
cliente7E2418,PIX,3849.38,5907.71,2058.33,2023-07-27T13:34:19.300309,0
clienteF18EA5,Débito,1973.76,7284.09,5310.33,2023-05-20T02:46:40.552917,0
cliente971BB2,Débito,130.89,554.82,423.93,2025-08-17T16:09:00.060147,0
cliente0A919B,Saque,4786.4,14400.82,9614.42,2022-11-28T01:52:44.322758,0
cliente53ED09,Saque,2824.67,9171.48,6346.81,2025-11-08T22:29:25.263853,1
cliente5BFE77,Débito,332.43,874.52,542.09,2024-05-19T19:28:42.212352,0
cliente675780,Saque,965.6,2537.63,1572.03,2025-10-10T07:49:00.776033,0
cliente2F9418,Crédito,4972.21,10315.37,5343.16,2025-08-18T19:33:34.419365,1
clienteAF04AA,Crédito,1785.55,5056.37,3270.82,2022-03-22T22:47:11.241412,0
clienteDFD103,Crédito,1269.46,4032.07,2762.61,2025-11-19T06:30:19.361675,0
clienteDCDF48,Crédito,2616.29,6302.32,3686.03,2022-03-27T01:02:40.628940,0
cliente0DB2F4,PIX,1535.58,1756.0,220.42,2022-11-24T21:10:57.974287,0
cliente0C7487,Débito,3337.95,12007.1,8669.15,2022-12-16T22:15:07.167565,0
clienteE33433,Débito,3955.59,11904.31,7948.72,2025-05-04T18:31:42.908074,0
clienteE70E39,PIX,473.55,9708.54,9234.99,2025-04-18T03:16:14.854516,0
cliente695596,Saque,2912.5,12075.84,9163.34,2022-12-28T15:02:43.825177,0
clienteEC2047,Débito,4508.34,5896.21,1387.87,2025-07-22T20:11:31.002362,0
cliente704B1B,Saque,622.74,8025.02,7402.28,2025-04-11T13:04:03.515844,0
cliente63CD4B,Crédito,3641.22,9389.53,5748.31,2022-08-23T20:52:05.637176,1
cliente76B142,PIX,3078.31,11429.66,8351.35,2025-12-12T15:13:00.992467,1
clienteECFD75,Saque,2404.36,5990.12,3585.76,2023-11-25T21:46:57.723716,0
cliente9C8279,Saque,1658.11,7086.52,5428.41,2025-08-30T01:10:06.191694,0
cliente9171E0,Crédito,3935.4,9248.62,5313.22,2025-11-09T02:09:47.392909,1
clienteC0F741,Débito,759.37,2312.39,1553.02,2023-12-04T11:06:34.471469,0
clienteE758F0,PIX,1277.07,2699.75,1422.68,2022-08-16T23:59:48.954316,0
cliente2A7209,PIX,2082.22,9167.16,7084.94,2022-09-11T09:40:22.620890,0
cliente35CAB4,Saque,2294.99,5003.15,2708.16,2022-07-18T03:52:52.527789,0
cliente1331E2,PIX,3158.48,12351.7,9193.22,2022-03-28T09:19:12.347428,0
cliente80E222,Saque,2050.11,10531.57,8481.46,2024-10-03T14:32:25.988168,0
clienteF562D4,Saque,1997.3,4740.72,2743.42,2024-11-07T16:22:28.402530,0
clienteFBB012,Crédito,2348.37,7487.82,5139.45,2025-03-31T21:35:17.987439,0
cliente9C53F9,Saque,1929.22,3231.38,1302.16,2022-05-20T02:42:00.267120,0
cliente201F69,Saque,4951.45,7384.83,2433.38,2024-10-21T01:58:06.925672,0
cliente54713E,Crédito,1982.76,3038.3,1055.54,2022-04-07T14:36:25.954329,1
cliente781086,Crédito,2727.01,5313.82,2586.81,2024-10-05T21:14:49.512089,0
clienteEF078D,Débito,990.7,1835.94,845.24,2025-11-30T16:28:59.290161,0
cliente8DF923,PIX,3997.93,4676.1,678.17,2023-09-02T00:28:23.549377,0
cliente787216,Crédito,4996.02,12281.64,7285.62,2024-10-06T02:06:14.028361,0
cliente20C08F,Débito,1681.98,10197.46,8515.48,2024-04-20T01:25:30.487122,1
clienteA33895,Débito,2636.5,7736.41,5099.91,2025-05-18T19:39:59.387226,0
clienteDA6DEA,Débito,3280.82,6576.99,3296.17,2024-03-21T02:52:32.045310,0
clienteA818D2,Débito,1376.15,10001.45,8625.3,2022-04-17T08:36:33.118132,0
cliente4DEFD8,Saque,2243.23,11655.0,9411.77,2023-03-05T16:18:01.158094,0
cliente92D3CE,Saque,4174.55,13826.6,9652.05,2024-10-03T18:47:07.575167,0
clienteBD2B5D,PIX,4553.5,10953.64,6400.14,2022-07-02T02:53:23.476143,0
cliente46E52F,Crédito,469.41,5134.27,4664.86,2022-11-28T07:50:31.437699,0
clienteD4997F,PIX,4975.9,10858.97,5883.07,2025-11-24T04:22:13.013003,1
cliente6A343E,Crédito,2535.58,11933.21,9397.63,2024-04-23T07:38:48.238296,0
clienteB21757,Saque,1892.3,2982.04,1089.74,2023-11-06T01:19:24.575300,0
cliente851AF6,Saque,4445.12,10217.32,5772.2,2025-01-05T11:13:44.905196,0
clienteA181FE,Crédito,4242.46,11431.11,7188.65,2024-10-02T11:45:38.244709,0
clienteC72E42,PIX,4245.26,12428.56,8183.3,2024-03-11T00:26:47.942427,0
clienteF683E9,Débito,2634.43,9873.12,7238.69,2024-09-12T12:28:45.945928,0
cliente7C1B85,Crédito,2148.21,9116.02,6967.81,2025-12-21T09:08:31.316206,0
cliente969378,Crédito,4529.13,5840.23,1311.1,2022-05-30T06:37:55.913578,1
cliente756246,Crédito,2693.95,12041.75,9347.8,2025-08-17T10:30:30.245345,0
clienteF35A7C,PIX,4024.89,5313.91,1289.02,2022-07-30T04:49:45.777120,0
clienteE42B10,Débito,2570.65,12160.49,9589.84,2025-11-30T04:22:03.325126,0
cliente91E909,Saque,1345.32,7970.44,6625.12,2022-07-05T04:09:57.790637,0
cliente40ED83,Saque,3393.52,3501.16,107.64,2023-10-27T11:11:12.695185,0
cliente6DB509,Crédito,4695.06,4952.0,256.94,2025-11-14T06:33:42.115754,0
cliente55D6E9,Saque,3537.07,8112.92,4575.85,2022-12-17T17:32:34.801364,0
cliente42AACB,Débito,3461.41,5790.51,2329.1,2024-02-08T21:36:01.006834,0
clienteE4D75F,Crédito,3274.06,3747.72,473.66,2024-08-06T23:38:30.697819,0
cliente2B663B,Débito,4715.74,7906.12,3190.38,2023-01-28T21:25:49.262722,0
clienteAF8F6E,PIX,1415.47,5997.79,4582.32,2024-06-04T09:38:55.078010,0
cliente6E5FCF,Saque,2410.52,10256.88,7846.36,2022-11-22T15:31:38.271662,0
cliente58FFE3,PIX,3288.24,6112.6,2824.36,2025-09-04T16:49:03.668639,0
clienteD8DCD9,Débito,280.43,4290.04,4009.61,2025-04-19T04:46:28.179833,1
cliente7E25E4,Crédito,1238.24,11163.85,9925.61,2024-07-31T01:42:11.043953,1
cliente969324,PIX,2534.75,5491.58,2956.83,2023-06-23T08:46:08.834323,0
cliente7ACE5D,Débito,2620.39,10199.94,7579.55,2024-11-19T09:52:24.022357,1
cliente09A875,Crédito,2624.46,11178.41,8553.95,2025-06-26T10:39:36.162788,0
cliente1C1CA4,Saque,2281.21,3852.99,1571.78,2024-06-26T18:48:18.405885,0
cliente835557,Débito,4929.4,14666.45,9737.05,2023-12-30T12:10:53.901596,0
clienteCB50C4,Débito,306.7,7315.56,7008.86,2023-09-24T18:56:39.607751,0
cliente62A799,Crédito,3051.48,7505.5,4454.02,2024-11-05T17:40:01.406713,0
clienteBDBC25,Saque,2940.6,4011.03,1070.43,2024-07-12T13:31:11.838559,0
cliente189D1F,Crédito,4736.36,12498.89,7762.53,2024-01-17T11:55:50.076911,0
clienteD78925,Saque,951.95,1834.17,882.22,2022-11-21T03:15:09.897800,0
cliente54948A,Saque,4969.14,10877.55,5908.41,2022-01-01T13:38:51.906120,0
cliente85B330,Débito,3751.25,6094.32,2343.07,2024-04-15T01:25:11.839640,1
cliente1B26D2,PIX,580.46,2758.92,2178.46,2023-05-26T06:46:45.727162,0
cliente4AAC06,Saque,4922.9,14176.81,9253.91,2024-06-30T00:52:21.473334,1
clienteC3F880,Saque,2586.3,5597.0,3010.7,2023-09-07T14:25:50.953368,0
clienteA057CE,PIX,945.73,6482.69,5536.96,2025-12-12T00:10:58.069881,0
cliente693717,PIX,1279.59,1401.27,121.68,2023-07-07T12:29:17.971575,0
cliente8841C6,Saque,2754.94,8632.38,5877.44,2024-10-04T15:48:49.737135,0
cliente8FF793,Saque,2343.21,4797.21,2454.0,2025-04-08T22:14:17.413996,0
clienteE8A54B,Débito,4666.77,5524.39,857.62,2023-11-13T04:29:21.065349,0
cliente77E105,Crédito,2691.19,4587.37,1896.18,2024-09-23T05:18:54.825583,0
cliente10F60F,PIX,4042.89,12912.61,8869.72,2024-04-14T04:32:16.271090,0
cliente008745,Crédito,3366.95,10627.26,7260.31,2022-11-02T18:55:47.185237,0
cliente5EC124,Crédito,4848.42,6857.71,2009.29,2022-06-10T00:25:18.161356,0
cliente985F1F,Débito,4668.49,13428.01,8759.52,2025-11-04T16:47:41.938961,0
cliente371100,Débito,1214.24,3447.73,2233.49,2023-04-08T00:15:30.908259,0
clienteC9E094,Débito,466.53,5606.81,5140.28,2023-05-13T06:06:25.308116,0
cliente9E4646,Débito,3896.34,10266.55,6370.21,2025-02-16T09:38:19.756770,0
clienteD0062A,Débito,3992.61,4748.1,755.49,2023-03-10T02:44:52.419396,0
clienteB1D7A9,Crédito,1343.06,2033.11,690.05,2025-06-09T23:34:45.582817,0
cliente284A90,PIX,1916.09,7136.22,5220.13,2022-05-03T19:11:44.756030,0
cliente4B3D7D,PIX,2529.42,10482.46,7953.04,2023-10-30T18:05:36.336942,0
cliente79884D,Saque,1584.52,5309.63,3725.11,2025-04-11T01:06:22.949299,1
cliente98B38F,Débito,3542.45,6818.39,3275.94,2024-09-29T13:22:40.976225,0
cliente920D33,Crédito,3379.42,13183.38,9803.96,2022-08-05T20:12:13.845271,0
cliente5B7FD1,Saque,2393.83,5673.26,3279.43,2025-02-05T22:02:21.640825,0
cliente378914,Débito,1468.72,8377.89,6909.17,2023-08-07T01:18:09.946009,0
cliente110535,Saque,243.44,4163.26,3919.82,2024-09-02T15:00:23.126671,0
cliente67748F,Crédito,65.98,4778.53,4712.55,2024-10-28T03:02:36.018749,0
cliente5DDE99,PIX,2939.59,7439.58,4499.99,2022-08-25T20:46:46.172098,0
cliente5D7519,Crédito,4242.1,13311.95,9069.85,2023-01-04T04:46:17.857620,0
clienteA96DD0,Saque,242.59,9714.71,9472.12,2024-04-11T20:19:09.255190,0
cliente494338,Crédito,4582.34,12863.83,8281.49,2024-09-11T15:01:34.341628,0
cliente1D02CF,PIX,275.27,5797.0,5521.73,2023-03-30T20:05:43.512599,0
clienteC5B594,PIX,1025.84,8258.23,7232.39,2024-12-30T13:25:46.455755,1
cliente64E6AD,Débito,2545.34,6443.85,3898.51,2023-04-18T17:56:27.422996,1
cliente4826DF,Débito,529.15,8575.01,8045.86,2022-10-22T03:43:32.821422,1
cliente34D8AC,Saque,4974.83,12814.53,7839.7,2022-10-23T10:10:21.267602,0
clienteE18059,Saque,4291.09,7132.65,2841.56,2023-02-10T20:34:24.301015,0
cliente3B70E4,Saque,1059.44,7357.14,6297.7,2023-04-12T09:24:39.806423,0
clienteD68B2F,Débito,2346.94,11752.41,9405.47,2023-11-17T06:52:29.422217,0
clienteD1CE05,PIX,2148.14,3664.57,1516.43,2023-11-13T15:34:34.527984,0
cliente533B84,PIX,2542.78,7076.29,4533.51,2024-12-29T23:30:20.064943,0
cliente853F12,Crédito,394.14,7207.85,6813.71,2025-07-31T18:09:00.795342,0
clienteC9A277,Crédito,2374.3,6105.27,3730.97,2025-12-16T22:46:24.793320,0
clienteD85F0F,Crédito,1630.87,10343.51,8712.64,2023-08-09T19:16:34.146155,0
clienteEC0439,Débito,4693.32,8825.95,4132.63,2022-10-01T04:50:17.259251,0
cliente2BE6A1,Crédito,3127.04,7946.1,4819.06,2023-04-12T08:18:34.020594,0
clienteB80BA4,Saque,2867.61,11849.82,8982.21,2025-12-29T17:16:22.203757,0
clienteCC2A74,Crédito,3035.26,12683.23,9647.97,2024-12-03T08:56:32.060169,0
cliente194D2F,Saque,3911.62,6096.66,2185.04,2025-07-06T23:49:35.376108,0
cliente2E011D,Débito,2392.8,2813.74,420.94,2023-12-19T00:13:01.681627,0
clienteE2B7CD,Débito,3674.4,13594.32,9919.92,2023-01-05T09:16:58.797199,0
cliente3BEA61,Débito,333.74,1772.41,1438.67,2024-03-01T23:55:09.476780,1
cliente6ACB65,Crédito,3497.41,8124.09,4626.68,2022-01-06T18:05:19.054874,0
cliente8C3D91,Crédito,1839.73,10991.95,9152.22,2022-12-09T05:46:15.464533,0
cliente081AAF,Débito,1022.66,7080.51,6057.85,2025-02-14T05:15:29.914441,0
cliente3CF619,Saque,4604.66,11425.62,6820.96,2025-03-05T05:54:18.678496,1
